Compound ID,Smiles,pIC50,LogP,MW,nAR,HBA,HBD,nRings,nRB,TPSA
CHEMBL219824,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)OC(C)C)c1,7.585026652,4.92332,466.534,3,6,2,3,11,110.89
CHEMBL219836,CCCOC(=O)N1CCc2c(OCCc3nc(-c4ccc(-c5ccccc5)cc4)oc3C)ccc(CCC(=O)O)c2C1,7.677780705,6.86042,568.67,4,6,1,5,11,102.1
CHEMBL220475,Cc1ccc(S(=O)(=O)NC(=O)c2cc3ccccc3n2Cc2cccc(C(F)(F)F)c2)cc1,6.537602002,5.13552,472.488,4,4,1,4,5,68.17
CHEMBL220537,Cc1ccccc1S(=O)(=O)NC(=O)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,6.744727495,5.13552,472.488,4,4,1,4,5,68.17
CHEMBL220622,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)OC(C)C)c1,7.327902142,6.59032,542.632,4,6,2,4,12,110.89
CHEMBL221580,COc1ccc(-c2c(C(=O)NS(C)(=O)=O)n(Cc3cccc(C(F)(F)F)c3)c3ccccc23)cc1,8.698970004,5.0734,502.514,4,5,1,4,6,77.4
CHEMBL222026,O=C(NS(=O)(=O)c1ccc2ccccc2c1)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,7.045757491,5.9803,508.521,5,4,1,5,5,68.17
CHEMBL222165,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1Cc1cccc(OC(F)(F)F)c1,7.045757491,5.7257,542.457,4,5,1,4,6,77.4
CHEMBL223128,Cc1oc(-c2ccc(-c3ncccn3)cc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)OC(C)C)c1,7.301029996,5.38032,544.608,4,8,2,4,12,136.67
CHEMBL223349,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)CCc2ccccc2)c1,6.793174124,5.53772,512.606,4,5,2,4,13,101.66
CHEMBL223350,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)Oc2cnccn2)c1,7.769551079,4.36732,502.527,4,8,2,4,11,136.67
CHEMBL223351,Cc1sc(N2CCOCC2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)OC(C)C)c1,7.657577319,3.56142,491.61,2,8,2,3,11,110.22
CHEMBL223379,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)NCc2ccccc2)c1,6.151195299,5.28812,513.594,4,5,3,4,12,113.69
CHEMBL223434,C#CCOC(=O)N1CCc2c(OCCc3nc(-c4ccccc4)oc3C)ccc(CCC(=O)O)c2C1,7.619788758,4.41662,488.54,3,6,1,4,9,102.1
CHEMBL226512,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc1,5.602059991,3.2,358.346,3,7,1,3,5,87.36
CHEMBL228388,CC1=C(C(=O)O)C(c2ccc(OCCn3c4ccccc4c4ccccc43)cc2)NC(=O)N1,6.045757491,4.586,441.487,4,4,3,5,6,92.59
CHEMBL228442,COc1cc(C2NC(=O)NC(C)=C2C(=O)O)ccc1OCCn1c2ccccc2c2ccccc21,6.086186148,4.5946,471.513,4,5,3,5,7,101.82
CHEMBL228492,CC1=C(C(=O)O)C(c2ccc(OCCOc3cccc4[nH]c5ccccc5c34)cc2)NC(=O)N1,6,4.4914,457.486,4,4,4,5,7,112.68
CHEMBL230259,CC(=O)NC[C@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)Nc1ccccc1C(=O)c1ccccc1,5.800000875,6.66182,573.693,5,6,2,5,13,93.46
CHEMBL230565,CC1=C(C(=O)O)C(c2ccc(OCCn3ccc4cccnc43)cc2)NC(=O)N1,6,2.8278,392.415,3,5,3,4,6,105.48
CHEMBL230566,COc1cc(C2NC(=O)NC(C)=C2C(=O)O)ccc1OCCn1ccc2cccnc21,6.142667504,2.8364,422.441,3,6,3,4,7,114.71
CHEMBL230567,CC1=C(C(=O)O)C(c2ccc(OCCOc3cc(C)nc4ccccc34)cc2)NC(=O)N1,6.119186408,3.71352,433.464,3,5,3,4,7,109.78
CHEMBL230670,COc1cc(C2NC(=O)NC(C)=C2C(=O)O)ccc1OCCOc1cc(C)nc2ccccc12,6.026872146,3.72212,463.49,3,6,3,4,8,119.01
CHEMBL230731,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H](CNC(=O)C2CC2)Nc2ccccc2C(=O)c2ccccc2)cc1,5.599999383,7.05192,599.731,5,6,2,6,14,93.46
CHEMBL230804,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H](CNC(=O)CCc2ccc(SC(C)(C)C(=O)O)cc2)Nc2ccccc2C(=O)c2ccccc2)cc1,5.700000504,9.23002,781.975,6,8,3,6,19,130.76
CHEMBL232395,O=C(O)COc1ccc(SCc2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)c2c1CCCO2,5.254950205,6.3651,504.526,3,5,1,4,9,64.99
CHEMBL232396,Cc1cc(SCc2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)c2c(c1OCC(=O)O)CCC2,4.665773106,6.83722,502.554,3,4,1,4,9,55.76
CHEMBL2324298,O=C(Nc1ccc2oc(-c3ccccc3Br)nc2c1)c1cc([N+](=O)[O-])ccc1Cl,6.318758763,6.0712,472.682,4,5,1,4,4,98.27
CHEMBL23296,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(C(F)(F)F)noc12,6.761963938,6.6408,487.927,3,5,1,3,10,72.56
CHEMBL2331559,CCNC(=O)c1cc(NS(=O)(=O)c2ccc(OC)cc2)ccc1Oc1cncc(Cl)c1,6.397940009,4.0864,461.927,3,6,2,3,8,106.62
CHEMBL2331771,O=S(=O)(Nc1cc(F)c(Oc2cncc(Cl)c2)c(Cl)c1)c1ccc(Cl)cc1Cl,7.744727495,6.4274,482.147,3,4,1,3,5,68.29
CHEMBL2331772,O=S(=O)(Nc1cc(Cl)c(Oc2cncc(Cl)c2)c(Cl)c1)c1ccc(Cl)cc1Cl,7.677780705,6.9417,498.602,3,4,1,3,5,68.29
CHEMBL2331773,CC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)cc(Cl)c1Oc1cncc(Cl)c1,7.920818754,6.4909,506.194,3,5,1,3,6,85.36
CHEMBL2331774,CCNC(=O)c1cc(NS(=O)(=O)c2ccc(Br)cc2OC(F)(F)F)ccc1Oc1cncc(Cl)c1,7.744727495,5.7389,594.793,3,6,2,3,8,106.62
CHEMBL2331776,CCNC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2)ccc1Oc1cncc(Cl)c1,6.795880017,4.7312,466.346,3,5,2,3,7,97.39
CHEMBL2331777,CCNC(=O)c1cc(NS(=O)(=O)c2ccc(I)cc2)ccc1Oc1cncc(Cl)c1,7.602059991,4.6824,557.797,3,5,2,3,7,97.39
CHEMBL2331778,CCNC(=O)c1cc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)ccc1Oc1cncc(Cl)c1,7.30980392,3.986,476.898,3,7,2,3,8,140.53
CHEMBL2331781,CC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc1cncc(Cl)c1,7.823908741,5.8375,471.749,3,5,1,3,6,85.36
CHEMBL2331782,O=S(=O)(Nc1ccc(Oc2cncc(Cl)c2)c(Cl)c1)c1ccc(Cl)cc1Cl,7.677780705,6.2883,464.157,3,4,1,3,5,68.29
CHEMBL2331783,O=S(=O)(Nc1ccc(Oc2cncc(Cl)c2)c(F)c1)c1ccc(Cl)cc1Cl,7.443697499,5.774,447.702,3,4,1,3,5,68.29
CHEMBL2331784,CCOC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2)ccc1Oc1cncc(Cl)c1,7.096910013,5.1582,467.33,3,6,1,3,7,94.59
CHEMBL2331785,CCNC(=O)c1cc(NS(=O)(=O)c2cc(C)c(Cl)cc2Cl)ccc1Oc1cncc(Cl)c1,7.602059991,5.69302,514.818,3,5,2,3,7,97.39
CHEMBL2331786,CCNC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc1cncc(Cl)c1,7.823908741,5.3846,500.791,3,5,2,3,7,97.39
CHEMBL2331787,CCNC(=O)c1cc(NS(=O)(=O)c2ccc(C(F)(F)F)cc2Cl)ccc1Oc1cncc(Cl)c1,7.301029996,5.75,534.343,3,5,2,3,7,97.39
CHEMBL2338472,O=S(=O)(Nc1ccc(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,7.744727495,6.7881,479.772,4,4,1,4,5,68.29
CHEMBL2338473,O=S(=O)(Nc1ccc(Oc2cnc3ccccc3c2)c(F)c1)c1ccc(Cl)cc1Cl,7.397940009,6.2738,463.317,4,4,1,4,5,68.29
CHEMBL2338474,O=S(=O)(Nc1cc(Cl)c(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(C(F)(F)F)cc1Cl,7.602059991,7.8069,547.769,4,4,1,4,5,68.29
CHEMBL2338475,CC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc1cnc2ccccc2c1,7.522878745,6.3373,487.364,4,5,1,4,6,85.36
CHEMBL2338476,O=S(=O)(Nc1ccc(Oc2ccc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,6.318758763,7.3931,478.784,4,3,1,4,5,55.4
CHEMBL2338477,O=S(=O)(Nc1cc(Cl)c(Oc2ccc3ncccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,7.698970004,7.4415,514.217,4,4,1,4,5,68.29
CHEMBL2338478,O=S(=O)(Nc1cc(C(F)(F)F)c(Oc2cncc(Cl)c2)c(C(F)(F)F)c1)c1ccc(Cl)cc1Cl,7.508638306,7.6725,565.706,3,4,1,3,5,68.29
CHEMBL2338479,N#Cc1cncc(Oc2c(Cl)cc(NS(=O)(=O)c3ccc(Cl)cc3Cl)cc2Cl)c1,7.568636236,6.15998,489.167,3,5,1,3,5,92.08
CHEMBL2338480,Cc1cncc(Oc2c(Cl)cc(NS(=O)(=O)c3ccc(Cl)cc3Cl)cc2Cl)c1,7.721246399,6.59672,478.184,3,4,1,3,5,68.29
CHEMBL2338481,NC(=O)c1cncc(Oc2c(Cl)cc(NS(=O)(=O)c3ccc(Cl)cc3Cl)cc2Cl)c1,7.494850022,5.3872,507.182,3,5,2,3,6,111.38
CHEMBL2338482,CC(=O)c1cncc(Oc2c(Cl)cc(NS(=O)(=O)c3ccc(Cl)cc3Cl)cc2Cl)c1,7.468521083,6.4909,506.194,3,5,1,3,6,85.36
CHEMBL2338483,O=S(=O)(Nc1ccc(Oc2cncc(Cl)c2)c(C(F)(F)F)c1)c1ccc(Cl)cc1Cl,7.180456064,6.6537,497.709,3,4,1,3,5,68.29
CHEMBL2338484,N#Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc1cncc(Cl)c1,6.958607315,5.50658,454.722,3,5,1,3,5,92.08
CHEMBL2338485,Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc1cncc(Cl)c1,5.832682665,5.94332,443.739,3,4,1,3,5,68.29
CHEMBL2338486,CS(=O)(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc1cncc(Cl)c1,5.841637508,5.0384,507.804,3,6,1,3,6,102.43
CHEMBL2338487,COc1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc1cncc(Cl)c1,7.721246399,5.6435,459.738,3,5,1,3,6,77.52
CHEMBL2338488,O=S(=O)(Nc1ccc(Oc2cncc(Cl)c2)cc1)c1ccc(Cl)cc1Cl,5.698970004,5.6349,429.712,3,4,1,3,5,68.29
CHEMBL234587,Cc1cc2c(CC(=O)O)csc2cc1OCc1ccccc1COc1ccc(C(F)(F)F)cc1,5.120165244,7.01362,486.511,4,4,1,4,8,55.76
CHEMBL234588,O=C(O)Cc1csc2cc(OCc3cccc(COc4ccc(C(F)(F)F)cc4)c3)ccc12,5.237160575,6.7052,472.484,4,4,1,4,8,55.76
CHEMBL234589,O=C(O)Cc1csc2cc(OCc3ccc(COc4ccc(C(F)(F)F)cc4)cc3)ccc12,5.428145652,6.7052,472.484,4,4,1,4,8,55.76
CHEMBL234659,COc1cc(OCC(=O)O)c(C)cc1SCc1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,4.627058677,6.35712,492.515,3,5,1,3,10,64.99
CHEMBL234662,COc1ccc(COc2ccc(CSc3ccc(OCC(=O)O)c4c3CCC4)cc2)cc1,4.860080633,5.5186,450.556,3,5,1,4,10,64.99
CHEMBL234663,O=C(O)COc1ccc(SCc2ccc(OCc3ccccc3)cc2)c2c1CCC2,5.12090412,5.51,420.53,3,4,1,4,9,55.76
CHEMBL234799,O=C(O)Cc1coc2cc(OCc3cccc(COc4ccc(C(F)(F)F)cc4)c3)ccc12,5.267802924,6.2367,456.416,4,4,1,4,8,68.9
CHEMBL235143,Cc1cc(Oc2cccc(CNC(=O)c3[nH]c4ccc(Cl)cc4c3C)c2)ccc1CCC(=O)O,7.568797115,6.17764,476.96,4,3,3,4,8,91.42
CHEMBL236218,Cc1cc(Oc2cccc(CNC(=O)c3cc4cccc(Br)c4[nH]3)c2)ccc1CCC(=O)O,7.431915669,5.97832,507.384,4,3,3,4,8,91.42
CHEMBL236664,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3C)c2)ccc1OC(C)(C)C(=O)O,8.045878145,6.28654,501.501,3,4,2,3,8,84.86
CHEMBL23670,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)coc12,6.251858507,6.7894,446.996,3,4,1,3,11,59.67
CHEMBL236875,CCc1cc(C(F)(F)F)ccc1C(=O)NCc1cccc(Oc2ccc(OC(C)(C)C(=O)O)c(C)c2)c1,8,6.54052,515.528,3,4,2,3,9,84.86
CHEMBL236876,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3F)c2)ccc1OC(C)(C)C(=O)O,7.920999748,6.11722,505.464,3,4,2,3,8,84.86
CHEMBL236877,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3Br)c2)ccc1OC(C)(C)C(=O)O,7.920999748,6.74062,566.37,3,4,2,3,8,84.86
CHEMBL237084,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3C(F)(F)F)c2)ccc1OC(C)(C)C(=O)O,6.692668012,6.99692,555.471,3,4,2,3,8,84.86
CHEMBL237085,COc1cc(C(F)(F)F)ccc1C(=O)NCc1cccc(Oc2ccc(OC(C)(C)C(=O)O)c(C)c2)c1,8.154964006,5.98672,517.5,3,5,2,3,9,94.09
CHEMBL237086,Cc1cc(Oc2cccc(CNC(=O)c3ccc(Cl)cc3C)c2)ccc1OC(C)(C)C(=O)O,8.045878145,5.92114,467.949,3,4,2,3,8,84.86
CHEMBL237277,Cc1cc(Oc2cccc(CNC(=O)c3cc4cc(Cl)ccc4[nH]3)c2)ccc1CCC(=O)O,7.886056648,5.86922,462.933,4,3,3,4,8,91.42
CHEMBL237305,Cc1cc(Oc2cccc(CNC(=O)c3ccc(OC(F)(F)F)cc3C)c2)ccc1OC(C)(C)C(=O)O,7.327948346,6.16634,517.5,3,5,2,3,9,94.09
CHEMBL237306,COc1ccc(C(=O)NCc2cccc(Oc3ccc(OC(C)(C)C(=O)O)c(C)c3)c2)c(C)c1,8.096964303,5.27634,463.53,3,5,2,3,9,94.09
CHEMBL237307,Cc1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2F)cc1Oc1ccc(OC(C)(C)C(=O)O)c(C)c1,8.301029996,6.42564,519.491,3,4,2,3,8,84.86
CHEMBL237484,Cc1cc(Oc2cccc(CNC(=O)c3cc4ccc(Cl)cc4[nH]3)c2)ccc1CCC(=O)O,6.632821188,5.86922,462.933,4,3,3,4,8,91.42
CHEMBL237485,Cc1cc(Oc2cccc(CNC(=O)c3cc4cc(Br)ccc4[nH]3)c2)ccc1CCC(=O)O,8.096964303,5.97832,507.384,4,3,3,4,8,91.42
CHEMBL237518,Cc1cc(CNC(=O)c2ccc(C(F)(F)F)cc2F)cc(Oc2ccc(OC(C)(C)C(=O)O)c(C)c2)c1,7.920999748,6.42564,519.491,3,4,2,3,8,84.86
CHEMBL237519,Cc1ccc(Oc2ccc(OC(C)(C)C(=O)O)c(C)c2)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,7.769721424,6.42564,519.491,3,4,2,3,8,84.86
CHEMBL237520,Cc1cc(Oc2ccc(F)c(CNC(=O)c3ccc(C(F)(F)F)cc3F)c2)ccc1OC(C)(C)C(=O)O,8.096946206,6.25632,523.454,3,4,2,3,8,84.86
CHEMBL237710,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3Oc3ccccc3)c2)ccc1OC(C)(C)C(=O)O,6.943069752,7.77042,579.571,4,5,2,4,10,94.09
CHEMBL237730,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3C)c2)ccc1CCC(=O)O,6.899629455,6.06174,471.475,3,3,2,3,8,75.63
CHEMBL238152,Cc1cc(Oc2cccc(CNC(=O)c3c(C)c4cc(Cl)ccc4n3C)c2)ccc1CCC(=O)O,7.455931956,6.18804,490.987,4,4,2,4,8,80.56
CHEMBL238357,CCc1cc(Oc2cc(F)cc([C@@H](C)NC(=O)c3c(C)c4cc(Cl)ccc4n3C)c2)ccc1CCC(=O)O,7.408991075,7.14212,537.031,4,4,2,4,9,80.56
CHEMBL23874,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(/C(CC)=N/O)c1O,7.318758763,5.7747,465.999,2,6,3,2,12,99.35
CHEMBL23881,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(C(C)=O)c1O,6.236714299,5.389,436.957,2,5,2,2,11,83.83
CHEMBL238970,CCc1cc(OCC[C@@H](C)Oc2ccc(C(F)(F)F)cc2-c2ccccn2)ccc1CCC(=O)O,7.795880017,6.5834,487.518,3,4,1,3,11,68.65
CHEMBL2403499,CC(C)N(Cc1ccc(CCC(=O)O)cc1)C(=O)c1cccc(CNC(=O)c2ccccc2)c1,4.412289035,4.6846,458.558,3,3,2,3,10,86.71
CHEMBL2403501,CCN(Cc1cccc(C(=O)N(CC)Cc2ccc(CCC(=O)O)cc2)c1)C(=O)c1ccccc1,4.250263684,5.0284,472.585,3,3,1,3,11,77.92
CHEMBL2403509,O=C(O)CCc1ccc(CNC(=O)c2cccc(CNC(=O)c3ccccc3)c2)cc1,4.202732459,3.5638,416.477,3,3,3,3,9,95.5
CHEMBL24038,CCO[C@@H](Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,7.036212173,5.0416,419.477,3,5,1,4,9,68.23
CHEMBL241299,Cc1cc(OCC[C@@H](C)Oc2ccc(Cl)cc2-c2ccccn2)ccc1CCC(=O)O,7.055517328,5.96402,439.939,3,4,1,3,10,68.65
CHEMBL241478,Cc1cc(OCC[C@@H](C)Oc2ccc(C(F)(F)F)cc2-c2ccccn2)ccc1CCC(=O)O,7.698970004,6.32942,473.491,3,4,1,3,10,68.65
CHEMBL241479,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(CC)c2)c(-c2ccccn2)c1,7.455994002,6.127,447.575,3,4,1,3,12,68.65
CHEMBL24458,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C(F)(F)F)cc1,6.334419009,3.5381,438.427,2,5,2,3,6,84.5
CHEMBL245674,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2ccccn2)cc1,5.537602002,4.75332,457.53,4,6,1,4,11,88.69
CHEMBL246473,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CN(CCc2ccccc2)CC(=O)O)c1,6.872895202,5.40082,470.569,4,5,1,4,12,75.8
CHEMBL247720,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2ccc3c(c2)OCO3)cc1,5.482804102,5.08702,500.551,4,7,1,5,11,94.26
CHEMBL248530,CCCCCCCN(CC(=O)O)Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1,5.638272164,6.12852,464.606,3,5,1,3,15,75.8
CHEMBL248906,CCCCCCCN(CCc1ccc(O[C@@](C)(CC)C(=O)O)cc1)C(=O)Nc1ccc(F)cc1F,6.276818072,6.6439,490.591,2,3,2,2,14,78.87
CHEMBL25259,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(OC(C)(C)C(=O)O)cc1,6.261219442,6.18052,457.526,4,5,1,4,9,81.79
CHEMBL253120,CCc1c(C(=O)OC)cc2c(c1O)C(=O)c1c(O)cc3cc(C)c(Cl)c(OC)c3c1C2=O,5.446116973,4.34582,454.862,3,7,2,4,3,110.13
CHEMBL253952,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccc(O)cc4)oc3C)cc2)cc1,4.961578554,5.07132,532.549,4,8,2,4,11,131.56
CHEMBL254814,COC(=O)c1cc2c(c(O)c1C(C)OC(C)=O)C(=O)c1c(O)cc3cc(C)c(Cl)c(OC)c3c1C2=O,6.124938737,4.40752,512.898,3,9,2,4,4,136.43
CHEMBL254815,COC(=O)c1cc2c(c(O)c1C(C)OC(=O)CO)C(=O)c1c(O)cc3cc(C)c(Cl)c(OC)c3c1C2=O,6.462180905,3.37992,528.897,3,10,3,4,5,156.66
CHEMBL255271,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2=C(C(=O)O)CCN(c3nccc(C(F)(F)F)n3)C2)c1,5.876801925,5.91432,564.564,4,7,1,5,9,101.58
CHEMBL255309,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C2=C(CC(=O)O)CCN(C(=O)Oc3ccccc3)C2)c1,7.795880017,6.40452,538.6,4,6,1,5,9,102.1
CHEMBL255388,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2C(=O)N(c3ccc(Cl)cc3)C2C(=O)O)c1,6.443697499,5.58362,516.981,4,5,1,5,9,92.87
CHEMBL255872,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2=CN(c3nccc(C(F)(F)F)n3)CCC2C(=O)O)c1,5.967381239,6.11782,564.564,4,7,1,5,9,101.58
CHEMBL256142,CCCOC(=O)N1C=C(Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C(C(=O)O)CC1,6.301899454,5.65102,504.583,3,6,1,4,10,102.1
CHEMBL256358,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2=CN(C(=O)OCC(C)C)CCC2C(=O)O)c1,6.064996849,5.89702,518.61,3,6,1,4,10,102.1
CHEMBL256569,CCCOC(=O)N1CCC(C(=O)O)=C(Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C1,6.013228266,5.44752,504.583,3,6,1,4,10,102.1
CHEMBL25710,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(C(=O)CC)c1O,6.522917351,5.7791,450.984,2,5,2,2,12,83.83
CHEMBL257164,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC2CN(C(=O)OCC(C)C)CCC2C(=O)O)cc1,6.148130399,6.01942,534.653,3,6,1,4,11,102.1
CHEMBL257165,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2CN(C(=O)OCC(C)C)CCC2C(=O)O)cc1,6.66756154,5.62932,520.626,3,6,1,4,10,102.1
CHEMBL257180,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2=C(C(=O)O)CCN(C(=O)OCC(C)C)C2)cc1,5.931814138,5.69352,518.61,3,6,1,4,10,102.1
CHEMBL257345,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC2=C(C(=O)O)CCN(C(=O)OCC(C)C)C2)cc1,6.59345982,6.08362,532.637,3,6,1,4,11,102.1
CHEMBL257517,COc1ccc(-c2nc(CCOc3cccc(C[C@@H]4C(=O)N(c5ccc(C(C)(C)C)cc5)[C@@H]4C(=O)O)c3)c(C)o2)cc1,6.657577319,6.23632,568.67,4,6,1,5,10,102.1
CHEMBL258212,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2CN(C(=O)OCC(C)C)CCC2C(=O)O)c1,5.863279433,5.62932,520.626,3,6,1,4,10,102.1
CHEMBL258428,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C2CN(C(=O)OCC(C)C)CCC2C(=O)O)c1,5.118045029,5.55422,506.599,3,6,1,4,9,102.1
CHEMBL258558,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,4,3.5677,340.419,2,4,0,4,8,43.52
CHEMBL264385,Cc1oc(C2CCCCC2)nc1CCOc1ccc(C[C@](C)(Oc2ccccc2)C(=O)O)cc1,7.823908741,6.11702,463.574,3,5,1,4,10,81.79
CHEMBL265364,CCOC(Cc1ccc2c(ccn2Cc2nc(-c3ccc(F)c(C)c3)oc2C)c1)C(=O)O,6.869666232,5.13274,436.483,4,5,1,4,8,77.49
CHEMBL266742,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H](CNC(=O)COc2cccc(N)c2)Nc2ccccc2C(=O)c2ccccc2)cc1,5.200000237,7.30312,680.805,6,8,3,6,16,128.71
CHEMBL267476,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,5.207608311,5.8845,280.452,0,1,1,0,14,37.3
CHEMBL267881,COc1ccc(-c2c(C(=O)NS(=O)(=O)c3cccc(C(F)(F)F)c3)n(Cc3cccc(C(F)(F)F)c3)c3ccccc23)cc1,7.22184875,7.5215,632.582,5,5,1,5,7,77.4
CHEMBL267996,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H](CNC(=O)c2cccc(OCCN(C)C)c2)Nc2ccccc2C(=O)c2ccccc2)cc1,5.200000237,7.89612,722.886,6,8,2,6,18,105.93
CHEMBL271739,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2C(=O)N(c3ccc(F)cc3)C2C(=O)O)c1,6.744727495,5.06932,500.526,4,5,1,5,9,92.87
CHEMBL272962,COc1ccc(N2C(=O)C(Cc3cccc(OCCc4nc(-c5ccccc5)oc4C)c3)C2C(=O)O)cn1,6.638272164,4.33382,513.55,4,7,1,5,10,114.99
CHEMBL278590,CCCCCCCN(CCc1ccc(SC(C)(C)C(=O)O)cc1)C(=O)Nc1ccc(F)cc1F,6.259637311,6.9671,492.632,2,3,2,2,13,69.64
CHEMBL278994,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(-c3ccccc3)coc12,7.02691835,7.894,495.04,4,4,1,4,11,59.67
CHEMBL279053,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)noc12,6.958738939,6.1844,447.984,3,5,1,3,11,72.56
CHEMBL282686,CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,6.455931956,2.6787,408.472,2,6,1,2,11,99.13
CHEMBL284768,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,3.853871964,4.242,358.651,1,7,0,1,8,80.29
CHEMBL294807,Cc1oc(-c2ccccc2)nc1CCOc1ccc(OCC(=O)O)cc1,4.975063032,3.73492,353.374,3,5,1,3,8,81.79
CHEMBL295416,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,4.270025714,3.66714,323.805,2,5,2,2,5,75.11
