Compound ID,Smiles,pIC50,LogP,MW,nAR,HBA,HBD,nRings,nRB,TPSA
CHEMBL402063,C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,4.568636236,4.6436,312.453,0,2,0,4,0,34.14
CHEMBL403432,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C2=C(CC(=O)O)CCN(C(=O)OCC(C)C)C2)c1,6.886056648,5.99812,518.61,3,6,1,4,10,102.1
CHEMBL404451,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H]2C(=O)N(c3ccc(C(C)(C)C)cc3)[C@H]2C(=O)O)cc1,5.372634143,6.22772,538.644,4,5,1,5,9,92.87
CHEMBL404646,COc1cccc(-c2nc(CCOc3cccc(C[C@@H]4C(=O)N(c5ccc(C(C)(C)C)cc5)[C@@H]4C(=O)O)c3)c(C)o2)c1,6.958607315,6.23632,568.67,4,6,1,5,10,102.1
CHEMBL4059763,CN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1ccc2ccccc2c1,4.397940009,4.6789,404.491,3,5,1,4,6,58.64
CHEMBL4068424,CN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1nccs1,4.37675071,2.9822,361.448,2,7,1,3,6,71.53
CHEMBL4068985,COc1ccc(-n2c(SCC(=O)Nc3ccc(S(=O)(=O)NC(=O)NC4CCCCC4)cc3)nc3ccccc3c2=O)cc1,6.455931956,4.4457,621.741,4,9,3,5,9,148.49
CHEMBL4069463,CCN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1nc2ccccc2s1,4.602059991,4.0957,427.551,3,7,1,4,8,71.53
CHEMBL4069917,CCCCNC(=O)NS(=O)(=O)c1ccc(NC(=O)CSc2nc3ccccc3c(=O)n2-c2ccc(OC)cc2)cc1,6.432973634,3.9131,595.703,4,9,3,4,11,148.49
CHEMBL4072706,Cc1ccc(-n2c(SCC(=O)Nc3ccc(S(=O)(=O)NC(=O)Nc4ccccc4)cc3)nc3ccccc3c2=O)cc1,6.43062609,4.93532,599.694,5,8,3,5,8,139.26
CHEMBL4075210,CCN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1ccccn1,4.823908741,3.3108,369.446,2,6,1,3,7,71.53
CHEMBL408,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,5.987162775,4.37426,441.549,2,6,2,4,5,84.86
CHEMBL4080597,CCCCNC(=O)NS(=O)(=O)c1ccc(NC(=O)Cn2c(CC)nc3ccccc3c2=O)cc1,6.389339837,2.3856,485.566,3,7,3,3,9,139.26
CHEMBL4085687,Cc1ccc(-n2c(SCC(=O)Nc3ccc(S(=O)(=O)NC(=O)NC4CCCCC4)cc3)nc3ccccc3c2=O)cc1,6.395773947,4.74552,605.742,4,8,3,5,8,139.26
CHEMBL4088048,CN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1nc2ccccc2[nH]1,4.420216403,3.402,394.456,3,6,2,4,6,87.32
CHEMBL4088467,CCc1nc2ccccc2c(=O)n1CC(=O)Nc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,6.229147988,2.9182,511.604,3,7,3,4,7,139.26
CHEMBL4089408,CCCCNC(=O)NS(=O)(=O)c1ccc(NC(=O)Cn2c(C)nc3ccccc3c2=O)cc1,6.008773924,2.13162,471.539,3,7,3,3,8,139.26
CHEMBL4090489,CCN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1nc2ccccc2s1,4.769551079,4.5255,425.535,3,7,1,4,7,71.53
CHEMBL4091398,O=C1NC(=O)/C(=C/c2ccc(OCCNc3nc4ccccc4s3)cc2)S1,4.853871964,4.1111,397.481,3,7,2,4,6,80.32
CHEMBL4093428,CCCCNC(=O)NS(=O)(=O)c1ccc(NC(=O)CSc2nc3ccccc3c(=O)n2-c2ccc(C)cc2)cc1,6.36251027,4.21292,579.704,4,8,3,4,10,139.26
CHEMBL4095614,CCN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,4.677780705,2.881,371.462,2,6,1,3,8,71.53
CHEMBL4095771,CC(C)N(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1nc2ccccc2s1,4.698970004,4.4842,441.578,3,7,1,4,8,71.53
CHEMBL4097121,Cc1nc2ccccc2c(=O)n1CC(=O)Nc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,6.333482019,2.66422,497.577,3,7,3,4,6,139.26
CHEMBL4098202,CN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1nc2ccccc2s1,4.886056648,4.1354,411.508,3,7,1,4,6,71.53
CHEMBL4098877,C[C@@H]1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)C[C@H](C)O1,5.187086643,3.5648,379.464,3,6,1,5,4,76.16
CHEMBL4104828,Cc1nc2ccc(Br)cc2c(=O)n1CC(=O)Nc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,6.452225295,3.42672,576.473,3,7,3,4,6,139.26
CHEMBL411118,COc1ccc(N2C(=O)[C@@H](Cc3ccc(OCCc4nc(-c5ccccc5)oc4C)cc3)[C@H]2C(=O)O)cc1,7.397940009,4.93882,512.562,4,6,1,5,10,102.1
CHEMBL411423,CCCc1c(OCCCOc2cccc3c2ccn3C(CC)C(=O)O)ccc2c(C(F)(F)F)noc12,5.892111975,6.6374,504.505,4,6,1,4,11,86.72
CHEMBL419756,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)OC(CCC)(C(=O)O)CC2,6.431798276,7.2278,504.623,3,5,1,4,13,74.22
CHEMBL4202476,COC(=O)c1cccc(OCc2oc(-c3ccccc3OC)nc2C)c1,5.119186408,4.02422,353.374,3,6,0,3,6,70.79
CHEMBL4210210,COC(=O)Cc1ccc(OCc2oc(-c3ccccc3OC)nc2C)cc1,5.200659451,3.95312,367.401,3,6,0,3,7,70.79
CHEMBL4211975,COC(=O)c1ccc(OCc2oc(-c3cccc(OC)c3)nc2C)cc1,5.119186408,4.02422,353.374,3,6,0,3,6,70.79
CHEMBL424133,Cc1ccc(Cn2nc(CCCc3ccc(OC(C)(C)C(=O)O)cc3)nc2O)cc1,5.187043216,3.75772,409.486,3,6,2,3,9,97.47
CHEMBL424685,CC[C@@](C)(Cc1ccc(OCCCOc2ccc(C3CCCCC3)cc2Cl)cc1)C(=O)O,5.732593581,7.279,459.026,2,3,1,3,11,55.76
CHEMBL424957,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(F)cc3Cl)cc2O1,5.366531544,4.8854,408.853,2,4,1,3,8,64.99
CHEMBL425725,CCC1(C(=O)O)Cc2cc(OCCCOc3ccc(SC(F)(F)F)cc3Cl)ccc2O1,5.169411331,5.9681,476.9,2,5,1,3,9,64.99
CHEMBL425766,CCCc1cc(C(=O)c2ccc(F)cc2)ccc1OCCCOc1ccc2c(ccn2CC(=O)O)c1,6.889208339,5.8964,489.543,4,5,1,4,12,77.76
CHEMBL425921,CCCc1c(OCCCCCOc2ccc3c(ccn3CC(=O)O)c2)ccc2c(C(F)(F)F)noc12,5.978810701,6.4665,504.505,4,6,1,4,12,86.72
CHEMBL426105,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3ccc(-c4cc(C(F)(F)F)c[nH]4)cc3)c3cccnc32)cc1,6.600326279,7.8274,519.523,5,4,2,5,5,80.14
CHEMBL426294,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(O)c3)c3ccccc32)cc1,7.107905397,6.1241,401.462,4,4,2,4,4,71.69
CHEMBL426451,CCCc1cc(C(=O)CC)cc(Cl)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,6.657577319,6.2133,402.918,2,3,1,2,9,63.6
CHEMBL427040,CCCc1c(OCCCN(C)c2ccc(CC(=O)O)c(C)c2)ccc2c(C(F)(F)F)noc12,5.337120866,5.63992,464.484,3,5,1,3,10,75.8
CHEMBL427530,CCCc1cc2c(=O)n(C)oc2c(CCC)c1O[C@H](C(=O)O)c1ccccc1,5.420216403,4.2412,383.444,3,5,1,3,8,81.67
CHEMBL4280830,O=C1NC(=O)C(Cc2ccc(OCC(=O)c3ccccc3)cc2)S1,4.931814138,2.8424,341.388,2,5,1,3,6,72.47
CHEMBL4286980,COc1cccc([C@@H](O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1,4.105407052,2.7017,373.43,2,6,2,3,7,84.86
CHEMBL428748,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CN(CCCc2ccccc2)CC(=O)O)c1,6.111820506,5.79092,484.596,4,5,1,4,13,75.8
CHEMBL4288064,CCc1ccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)cc1,5.072629637,3.4048,369.442,2,5,1,3,7,72.47
CHEMBL4291468,COc1cccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1,4.741362717,2.851,371.414,2,6,1,3,7,81.7
CHEMBL4293295,CCc1ccc([C@H](O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,5.505845406,2.6505,372.446,2,6,2,3,7,88.52
CHEMBL429734,Cc1oc(-c2cccc(Cl)c2)nc1CCOc1cccc(C[C@@H]2C(=O)N(c3ccc(C(C)(C)C)cc3)[C@@H]2C(=O)O)c1,6.602059991,6.88112,573.089,4,5,1,5,9,92.87
CHEMBL429823,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CN(CC(=O)O)Cc2cccc3ccccc23)c1,7.173925197,6.51152,506.602,5,5,1,5,11,75.8
CHEMBL430970,CCCc1cc(Oc2ccc(-c3ccccc3)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,6.886056648,7.9704,553.68,4,6,1,5,12,73.86
CHEMBL431450,CCCc1cc(Oc2ccccc2)ccc1OCCCCOc1ccc2c(c1)CCC(C)(C(=O)O)O2,5.638272164,6.8377,490.596,3,5,1,4,12,74.22
CHEMBL434935,CCCc1cc(C(=O)CC)cc(CCC)c1O[C@@H](C(=O)O)c1ccc(C(C)C)cc1,5.525783736,6.5124,410.554,2,3,1,2,11,63.6
CHEMBL435317,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1C(=O)c1cccc(C(F)(F)F)c1,5.026872146,5.4861,540.441,4,5,1,4,4,85.24
CHEMBL435343,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Cl)cc3Cl)cc2O1,5.537734807,5.3997,425.308,2,4,1,3,8,64.99
CHEMBL436337,COc1cccc(Cn2c(C(=O)NS(=O)(=O)c3cccc(C(F)(F)F)c3)cc3ccccc32)c1,6.853871964,4.8357,488.487,4,5,1,4,6,77.4
CHEMBL438088,CCOC(Cc1ccc2c(ccn2Cc2nc(-c3ccccc3OC(C)C)oc2C)c1)C(=O)O,5.26760624,5.47242,462.546,4,6,1,4,10,86.72
CHEMBL441554,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)OCc2ccccc2)c1,7.040958608,5.71512,514.578,4,6,2,4,12,110.89
CHEMBL443343,O=S(=O)(/C=C/c1ccccc1)Oc1ccccc1,5.877456476,3.0661,260.314,2,3,0,2,4,43.37
CHEMBL4434731,COc1cc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)ccc1O,7.769551079,6.31584,534.612,5,5,3,5,8,100.79
CHEMBL4435145,Cc1cc2c(s1)c(-c1ccc(C(=O)O)cc1)nn2C(=O)c1c(Cl)cccc1Cl,4.832682665,5.76672,431.3,4,5,1,4,3,72.19
CHEMBL4436200,COc1cc(C(F)(F)F)nc2ccc(COc3ccc(OCc4ccc(F)cc4)c(/C=C(\CC4CC4)C(=O)O)c3)cc12,5.075720714,7.8274,581.562,4,5,1,5,11,77.88
CHEMBL4438177,CCC/C(=C\c1cc(OCc2ccc3ccccc3c2)ccc1OCc1ccc(F)cc1)C(=O)O,4.801342913,7.405,470.54,4,3,1,4,10,55.76
CHEMBL4439373,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCCc3ccc(O)cc3)cc12,7.318758763,6.34974,518.613,5,4,3,5,8,91.56
CHEMBL4443931,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3cccc(OCC(=O)O)c3)cc12,7.180456064,6.06504,562.622,5,5,3,5,10,117.86
CHEMBL4448302,CCC/C(=C\c1cc(OCc2ccc3c(ccc[n+]3[O-])c2)ccc1OCc1ccc(F)cc1)C(=O)O,5.214670165,6.0384,487.527,4,4,1,4,10,82.7
CHEMBL4449687,CCOc1ccc(-c2ccc(CCCc3nn(-c4ccc(C(F)(F)F)cc4)c(=O)n3-c3ccccc3F)cc2)cc1CC(=O)O,4.671620397,7.0492,619.615,5,6,1,5,11,86.35
CHEMBL445151,CC1=C(C(=O)O)C(c2ccc(OCCCOc3cccc4[nH]c5ccccc5c34)cc2)NC(=O)N1,6.045757491,4.8815,471.513,4,4,4,5,8,112.68
CHEMBL4454999,Cc1cc(C(=O)O)c2c(C(C)C)nn(-c3ccc(Cl)cc3)c2n1,5.348721986,4.20392,329.787,3,4,1,3,3,68.01
CHEMBL445921,CCCC(Oc1cccc(Cc2c(C)n(C(=O)c3ccc(OC)cc3)c3ccc(OC(F)(F)F)cc23)c1)C(=O)O,8.397940009,6.76832,555.549,4,6,1,4,10,86.99
CHEMBL445942,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C2CN(C(=O)Oc3ccccc3)CCC2CC(=O)O)c1,5.090443971,6.35072,540.616,4,6,1,5,9,102.1
CHEMBL4460064,CCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccccc1)C(=O)O,5.142667504,7.6883,551.561,4,5,1,4,11,77.88
CHEMBL4460559,CCCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccc(OC(F)F)cc1)C(=O)O,5.585026652,8.6798,631.594,4,6,1,4,14,87.11
CHEMBL4463449,CCCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccc(OC(F)(F)F)cc1)C(=O)O,5.721246399,8.977,649.584,4,6,1,4,13,87.11
CHEMBL446365,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c2c1CCN(C(=O)OCC(C)C)C2,7.769551079,5.43942,506.599,3,6,1,4,10,102.1
CHEMBL4465395,CCC/C(=C\c1cc(OCc2ccc3cccnc3c2)ccc1OCc1ccc(F)cc1)C(=O)O,4.621602099,6.8,471.528,4,4,1,4,10,68.65
CHEMBL4467078,CCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCCN1CCN(C)CC1)C(=O)O,5.255707017,5.7355,587.639,3,7,1,4,12,84.36
CHEMBL4469210,CCCn1c(C(=O)O)cc2c(OC)ccc(OCc3ccc4nc(C(F)(F)F)cc(OC)c4c3)c21,5.408935393,5.9127,488.462,4,6,1,4,8,82.81
CHEMBL4469716,Cc1c(C)n(Cc2cccc(C(F)(F)F)c2)c2ccc(C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)O)cc12,6.460923901,5.45654,510.512,4,4,3,4,7,91.56
CHEMBL447190,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C(C)(C)C)cc3Cl)cc2O1,5.552841969,6.0438,446.971,2,4,1,3,8,64.99
CHEMBL447538,O=C(NS(=O)(=O)c1ccc(Cl)s1)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,7.096910013,5.542,498.935,4,5,1,4,5,68.17
CHEMBL451321,O=C(O)C(Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,6.657577319,4.5635,330.689,2,2,1,2,4,46.53
CHEMBL4513559,Cc1c(C)n(Cc2cccc(C(F)(F)F)c2)c2ccc(C(=O)NCc3ccccn3)cc12,6.732828272,5.65024,437.465,4,3,1,4,5,46.92
CHEMBL451531,O=S(=O)(/C=C/c1ccccc1)Oc1c(Cl)cc(Cl)cc1Cl,5.841939206,5.0263,363.649,2,3,0,2,4,43.37
CHEMBL4516607,CCC/C(=C\c1cc(OCc2ccc3[nH]c(=O)ccc3c2)ccc1OCc1ccc(F)cc1)C(=O)O,5.214670165,6.0933,487.527,4,4,2,4,10,88.62
CHEMBL452054,Cc1c(Oc2ccc(Cl)cc2)c2cccnc2n1Cc1cc(O[C@@H](C)C(=O)O)ccc1Cl,7.602059991,6.34402,471.34,4,5,1,4,7,73.58
CHEMBL4522217,O=C(O)c1ccc(NCc2c(-c3c(Cl)cccc3C(F)(F)F)noc2-c2cc[nH]c2)cc1,4.045034269,6.3192,461.827,4,4,3,4,6,91.15
CHEMBL4528757,CCC/C(=C\c1cc(OCc2ccc3ncccc3c2)ccc1OCC1CCN(C)CC1)C(=O)O,4.821023053,5.8025,474.601,3,5,1,4,10,71.89
CHEMBL4532632,COc1cc(C(F)(F)F)nc2ccc(COc3ccc(OCc4ccc(F)cc4)c(/C=C/C(=O)O)c3)cc12,4.958607315,6.6571,527.47,4,5,1,4,9,77.88
CHEMBL4533671,CCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCCN1CCNCC1)C(=O)O,5.017728767,5.3933,573.612,3,7,2,4,12,93.15
CHEMBL453509,CCCCCC/C=C\CCCCCCCC(=O)O,5.193820026,5.3283,254.414,0,1,1,0,13,37.3
CHEMBL4539507,CCC/C(=C\c1cc(OCc2ccc3nc(C)ccc3c2)ccc1OCc1ccc(F)cc1)C(=O)O,5.37675071,7.10842,485.555,4,4,1,4,10,68.65
CHEMBL4542058,CCOc1cc(/C=C2\S/C(=N/c3ccc(Cl)c(C(=O)O)c3)N(C)C2=O)cc(Cl)c1O,5.098541679,5.0297,467.33,2,6,2,3,5,99.43
CHEMBL4546295,COc1cc(C(F)(F)F)nc2ccc(COc3ccc(OCC4CCN(C)CC4)c(/C=C(\CCC4CC4)C(=O)O)c3)cc12,5.124938737,7.22,598.662,3,6,1,5,12,81.12
CHEMBL4546437,CCCCc1nc(C(C)C)c(CC(=O)OCC)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,6.356547324,4.8735,530.625,4,8,1,4,11,120.08
CHEMBL4550568,CCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1NC(=O)c1ccc(F)cc1)C(=O)O,5.022276395,7.5007,582.55,4,5,2,4,10,97.75
CHEMBL4550831,O=C(O)c1ccc(NCc2c(-c3c(Cl)cccc3C(F)(F)F)noc2-c2ccccc2)cc1,4.104577454,6.9911,472.85,4,4,2,4,6,75.36
CHEMBL455126,COc1ccc(C(=O)c2c(C)n(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3ncccc23)cc1,7.180456064,4.48452,444.487,4,6,1,4,8,90.65
CHEMBL455127,COc1ccc(C(=O)c2c(C)n(Cc3cc(O[C@@H](C)C(=O)O)ccc3F)c3ncccc23)cc1,8.301029996,4.62362,462.477,4,6,1,4,8,90.65
CHEMBL4555317,O=C(NCc1cccc(O)c1)c1ccc(NCc2ccc(-c3ccccc3C(=O)O)cc2)cc1,6.488116639,5.2995,452.51,4,4,4,4,8,98.66
CHEMBL4557705,CCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccncc1)C(=O)O,5.327902142,7.0833,552.549,4,6,1,4,11,90.77
CHEMBL4558284,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)O)cc12,5.312827895,5.36984,399.446,4,3,2,4,5,79.53
CHEMBL4558373,COc1cc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2cccc(C(F)(F)F)c2)ccc1O,8,5.96944,482.502,4,4,2,4,6,63.49
CHEMBL455856,C=CCn1cc([N+](=O)[O-])s/c1=N\C(=O)C(C)(C)C,6.086186148,2.1172,269.326,1,5,0,1,3,77.5
CHEMBL4558793,COc1cc(C(F)(F)F)nc2ccc(COc3ccc(OCc4ccc(F)cc4)c(/C=C(\C)C(=O)O)c3)cc12,5.026872146,7.0472,541.497,4,5,1,4,9,77.88
CHEMBL455936,Cc1cccc(Nc2cc(Cl)nc(SC(C(=O)O)c3cccc4ccccc34)n2)c1C,5.207608311,6.56164,449.963,4,5,2,4,6,75.11
CHEMBL456071,CC(=O)NCCOC(=O)C(Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,4.397940009,4.1582,415.795,2,4,1,2,7,64.63
CHEMBL4561516,CCCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccc(F)cc1)C(=O)O,5.638272164,8.2175,583.578,4,5,1,4,12,77.88
CHEMBL4564535,CCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccc(F)cc1)C(=O)O,5.494850022,7.8274,569.551,4,5,1,4,11,77.88
CHEMBL4566395,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NC3CCNCC3)cc12,4.384260311,5.15344,481.596,4,4,3,5,6,83.36
CHEMBL456792,CCCCCCC(Sc1nc(Cl)cc(Nc2ccc(-c3ccc(C#N)cc3)cc2)n1)C(=O)O,5.823908741,6.92798,481.021,3,6,2,3,11,98.9
CHEMBL4568299,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccccn3)cc12,7.468521083,5.99664,489.575,5,4,2,5,7,84.22
CHEMBL4577891,CCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCC1CCN(C)CC1)C(=O)O,5.602059991,6.8299,572.624,3,6,1,4,11,81.12
CHEMBL4579845,CC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccc(F)cc1)C(=O)O,5.244125144,7.4373,555.524,4,5,1,4,10,77.88
CHEMBL458053,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2cc1CC=C(C)C,6.310868803,4.6829,336.387,3,4,1,3,4,59.67
CHEMBL4586093,COc1ccc(OC)c(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2cccc(C(F)(F)F)c2)c1,7.318758763,6.27244,496.529,4,4,1,4,7,52.49
CHEMBL4591564,Cc1c(C)n(Cc2cccc(C(F)(F)F)c2)c2ccc(C(=O)NCc3ccc4c(c3)OCO4)cc12,7.795880017,5.98394,480.486,4,4,1,5,5,52.49
CHEMBL4592882,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCC3CCNCC3)cc12,4.91649738,5.40104,495.623,4,4,3,5,7,83.36
CHEMBL459721,CCCCCCC(Sc1nc(Cl)cc(Nc2ccc3ncccc3c2)n1)C(=O)O,5.455931956,5.9375,430.961,3,6,2,3,10,88
CHEMBL460026,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,5.795880017,5.9927,302.458,0,1,1,0,13,37.3
CHEMBL460072,COc1ccc(C(=O)c2c(C)n(Cc3ccc(F)c(O[C@@H](C)C(=O)O)c3)c3nc(OC)ccc23)cc1,9,4.63222,492.503,4,7,1,4,9,99.88
CHEMBL460073,COc1ccc(C(=O)c2c(C)n(Cc3cc(O[C@@H](C)C(=O)O)ccc3Cl)c3nc(OC)ccc23)cc1,8.698970004,5.14652,508.958,4,7,1,4,9,99.88
CHEMBL461379,Cc1c(Oc2ccc(Cl)cc2)c2ccc(F)nc2n1Cc1ccc(F)c(O[C@@H](C)C(=O)O)c1,7.638272164,5.96882,472.875,4,5,1,4,7,73.58
CHEMBL461571,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@H](C)C(=O)O)c1,7.958607315,6.63292,531.914,4,5,1,4,8,77.76
CHEMBL461944,Cc1c(Oc2ccc(Cl)cc2)c2ccc(Cl)nc2n1Cc1ccc(Cl)c(O[C@@H](C)C(=O)O)c1,8.522878745,6.99742,505.785,4,5,1,4,7,73.58
CHEMBL462378,COc1ccc(C(=O)c2c(C)n(Cc3cc(O[C@@H](C)C(=O)O)ccc3F)c3nc(OC)ccc23)cc1,8.698970004,4.63222,492.503,4,7,1,4,9,99.88
CHEMBL4636990,CC(C)(Oc1ccc(CCOc2ccc(/N=N/c3ccccc3)cc2)cc1)C(=O)NS(=O)(=O)c1ccccc1,4.853871964,6.386,543.645,4,7,1,4,11,106.42
CHEMBL46403,CCCCCCCCCCCCCCCCCC(=O)O,4.522878745,6.3325,284.484,0,1,1,0,16,37.3
CHEMBL464453,C=C1C(=O)O[C@@H]2C[C@H](C)[C@@]3(O)CC[C@@](C)(C[C@@H](OC(=O)C(C)C)[C@@H]12)O3,4.568636236,2.3396,352.427,0,6,1,3,2,82.06
CHEMBL465132,Cc1ccc(NC(=S)NS(=O)(=O)c2ccc(CCNS(=O)(=O)c3ccccc3)cc2)cc1,4.301029996,3.19132,489.644,3,5,3,3,8,104.37
CHEMBL465183,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O,5.619788758,6.4407,306.49,0,1,1,0,15,37.3
CHEMBL465718,CCCCCc1cc2c(c(O)c1C(=O)O)[C@@H]1C=C(C)CC[C@H]1C(C)(C)O2,6.327902142,5.434,358.478,1,3,2,3,5,66.76
CHEMBL465746,COc1ccc(NC(=S)NS(=O)(=O)c2ccc(CCNS(=O)(=O)c3ccccc3)cc2)cc1,3,2.8915,505.643,3,6,3,3,9,113.6
CHEMBL465747,O=S(=O)(NCCc1ccc(S(=O)(=O)NC(=S)Nc2ccc(Cl)cc2)cc1)c1ccc(Cl)cc1,4.477555766,4.1897,544.507,3,5,3,3,8,104.37
CHEMBL465748,COc1ccc(NC(=S)NS(=O)(=O)c2ccc(CCNS(=O)(=O)c3ccc(Cl)cc3)cc2)cc1,4.477555766,3.5449,540.088,3,6,3,3,9,113.6
CHEMBL469938,O=S(=O)(/C=C/c1ccccc1)Oc1ccc2ccccc2c1,5.963371105,4.2193,310.374,3,3,0,3,4,43.37
CHEMBL469939,Cc1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1,6.390405591,3.37452,274.341,2,3,0,2,4,43.37
CHEMBL469940,O=S(=O)(/C=C/c1ccccc1)Oc1ccc(Cl)cc1,6.519993057,3.7195,294.759,2,3,0,2,4,43.37
CHEMBL469941,COc1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1,5.888065724,3.0747,290.34,2,4,0,2,5,52.6
CHEMBL470574,CC(=O)Nc1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1,4.970129436,3.0245,317.366,2,4,1,2,5,72.47
CHEMBL470575,O=C(O)c1cccc(OS(=O)(=O)/C=C/c2ccccc2)c1,4.868991187,2.7643,304.323,2,4,1,2,5,80.67
CHEMBL471828,O=S(=O)(/C=C/c1ccccc1)Oc1ccc(OCc2ccccc2)cc1,6.153044675,4.6451,366.438,3,4,0,3,7,52.6
CHEMBL471829,CCOC(=O)c1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1,6.126679398,3.2428,332.377,2,5,0,2,6,69.67
CHEMBL471830,O=Cc1ccc(OS(=O)(=O)/C=C/c2ccccc2)cc1,5.678194516,2.8786,288.324,2,4,0,2,5,60.44
CHEMBL474148,Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2c(C(=O)O)cnn2-c2ccccc2)c1,5.324221658,5.74622,479.536,5,6,1,5,9,90.38
